"Mcg","Gvh","Alm","Mit","Erl","Pox","Vac","Nuc","Class"
40.49725750376335,42.997031028692575,38.36080575502146,5.729964984936345,5.,0.,51.938465901114085,22.000000000000004,1.
37.47620074082323,40.34915318016266,33.9971321898057,14.966859044478952,5.,0.,55.99114812130827,26.29690270742057,1.
37.49664937712953,44.98898560795996,38.796917738223556,17.44412618355568,5.,0.,51.39034553127915,21.999999999999996,1.
42.35706217570893,39.42734631421412,33.98785055075629,16.4929475642369,5.,0.,55.,22.,1.
39.,44.,31.391950843950582,13.960321945243612,5.,0.,50.46445491972132,24.475135407699955,1.
37.98699918739785,38.693326999787686,33.48056330158876,18.764509959585148,5.,0.,55.498022773728806,22.,1.
41.487625168131,47.371825345418486,35.98668522290859,15.491933783629907,5.,0.,52.97560199961347,22.,1.
43.715546407901186,44.99191167421803,34.496675746430185,18.42324638957131,5.,0.,54.99999999999999,22.,1.
43.32857737841759,44.99987080187462,36.47770638164387,21.795280772104405,5.000000000000001,0.,53.99699430641896,22.,1.
40.49679331328049,43.99999999999999,33.99026545339947,16.49744781743042,5.,0.,54.49785064783055,24.37634873435256,1.
35.380465166945456,39.85487842301571,34.49651334916237,17.456196230611503,5.,0.,55.,23.927458458452143,1.
42.861242054857094,43.497972188569776,35.,22.827490044281824,5.,0.,54.498942788800214,22.,1.
40.485923075217606,47.45892389605772,36.974626452872585,18.95858829260603,5.,0.,51.92009766203363,23.94159771105403,1.
39.,40.3489046322708,33.99093919898525,19.183779699948552,5.,0.,53.9932405587489,23.951939548449893,1.
39.,40.37527801827066,33.987034183522724,19.340652001503138,5.,0.,53.479504605812735,23.95327092520275,1.
41.443965112368275,42.495215541454996,31.96676184885618,18.482388685971635,4.999999999999999,0.,51.987239936844965,22.,1.
43.333177726578015,46.4736615604693,39.71411725170029,19.31014423267165,5.,0.,52.96394335952333,22.000000000000004,1.
45.89532239566455,47.499767554649516,35.499021626307545,14.456505943028354,5.,0.,53.48618180172913,22.,1.
39.99582715714928,45.956622090403556,36.49476613082193,14.45982960184477,5.,0.,52.98013854386342,27.88596457459181,1.
32.824903710998605,46.48438333261862,35.49722502523762,20.405460609992474,5.,0.,51.928013093235194,23.91805333032559,1.
40.95127102470991,45.99650242203808,35.49714073628127,20.50490288856107,4.999999999999999,0.,53.48261386233638,22.000000000000004,1.
43.7376710454118,48.300292168104306,35.49811645710004,15.493645634804011,5.,0.,53.49577859669707,24.423868228676703,1.
40.95686948123006,42.4793261479074,35.99544650419759,16.977429610545364,5.,0.,54.498463274542445,26.167746501363787,1.
36.98518302574095,37.66890976334156,32.95461641700145,16.,5.,0.,55.498296900238536,22.,1.
39.,49.77252282485624,34.49739215279732,16.973088921917395,5.,0.,51.93890404547466,22.,1.
35.41948851920067,44.49822461414996,36.95979576887679,14.981996455153979,5.000000000000001,0.,49.88409946003131,22.000000000000004,1.
33.06750743766472,45.977916693298596,35.49909959556537,16.,5.,0.,53.99075398328581,22.000000000000004,1.
38.497572029903054,49.85364257991024,36.47070665643156,16.,5.,0.,53.993869283085495,21.999999999999996,1.
39.,38.321209045326455,33.985536420893084,19.335513603920756,5.,0.,50.939615626324475,22.,1.
43.716437470931574,49.19394133029567,34.99999999999999,19.297092283554512,5.,0.,55.99147002370503,22.,1.
43.715439176905434,37.19631659784859,34.49640074147291,14.426930010325774,5.,0.,53.48708902504113,21.999999999999996,1.
40.951195626236085,44.49764973220381,35.99079255251367,13.921590964431985,5.,0.,51.42419676343685,22.,1.
37.99856165463244,47.37093836104023,36.95969583867283,16.97059005603041,4.999999999999999,0.,52.99793403926553,24.388037896769468,1.
38.99999999999999,44.99588701327532,33.98690161751729,16.98380977226057,5.,0.,53.99107839425913,22.,1.
46.04204706928071,44.,35.,17.44367614410379,4.999999999999999,0.,52.963188815040425,24.48991962246756,1.
42.36361077240913,42.475065050815076,38.86620298427458,16.988214537710256,5.,0.,54.4996360197808,22.000000000000004,1.
34.938045043051574,47.45624825499177,36.47226375441481,16.971251949075018,4.999999999999999,0.,50.29921058676078,26.15165937071348,1.
40.48830150244275,47.370880411012976,33.986380527572464,16.,5.,0.,54.497908513294796,22.,1.
42.82315477428333,42.4738713696341,40.37833163816515,16.9707016514657,5.,0.,53.995552557510266,22.,1.
38.49770519095436,40.35874980173661,35.49690510379355,14.966871583622506,5.,0.,54.49831299513056,22.000000000000004,1.
31.476199451096363,5.000000000000001,34.94649983114684,26.981539911899056,5.,0.,46.92565281884681,22.,1.
37.49809377885313,4.490594470863708,37.497020620286634,21.801701543660652,5.,0.,46.937027361150925,22.,1.
34.39324646589176,4.4845292332996705,33.91613657243708,21.056106201829643,5.,0.,47.37543807017562,22.,1.
41.38794103836085,5.,39.95167699455312,20.627592145998232,5.,0.,47.33780893762113,24.97747178786507,1.
41.890847429312444,4.48423065357774,37.498829999427564,21.783978492273157,5.,0.,45.92080321043133,22.000000000000004,1.
42.29199675313139,5.491173467723525,35.991519807480984,23.390394473661647,5.,0.,47.44245619125226,22.,1.
39.84690186899678,58.499858811763126,35.498744831413546,19.770910065447538,5.,0.,47.95656267496484,22.,1.
36.,51.65291778365382,38.850048540621856,21.433188002660692,4.999999999999999,0.,45.967864934839916,22.000000000000004,1.
39.935877269868,54.47541926853678,35.986366947091476,18.995600723088693,5.,0.,47.46442355475175,22.,1.
36.49870257025282,59.99047413972372,34.49980937764104,24.495026540823616,5.,0.,47.393234196472086,22.,1.
36.49770839551192,56.48348841379459,31.894345032914003,27.725609887159735,5.,0.,47.371528850976276,22.000000000000004,1.
38.987240361148885,54.387843733025846,36.96972964305094,22.98012662964092,5.,0.,46.437108287962246,23.936567967823102,1.
31.17896331507636,53.43590668977023,35.496654787695945,24.996871803620046,5.,0.,46.43309720829296,23.985613927918763,1.
40.27509102200628,57.499505512428726,36.47933623354129,25.991865795490234,5.,0.,48.331286328787854,26.19517188553189,1.
40.85347793134519,59.48263242039074,36.47473798232764,29.20351130214305,5.,0.,46.44812206121543,22.,1.
39.448075306095255,52.76670218593887,35.49774833430668,24.985660168386072,5.,0.,47.8347637350079,21.999999999999996,1.
37.49514388632241,60.45245256371923,37.94274856813391,25.47180962585405,4.999999999999999,0.,46.43727469488057,22.000000000000004,1.
37.4699904558874,56.99476961469604,34.497090017713205,20.941072680651622,5.,0.,46.43276487479423,22.,1.
33.95782847798453,51.13093930931253,36.96978699589623,18.44447233284795,5.,0.,44.49817837877934,22.,1.
31.794869983662387,52.83256159385519,35.4975716980218,19.763125962179473,5.,0.,48.315571966245145,22.,1.
43.66201490398308,61.4092619283542,35.499738872930166,24.98028544082014,5.,0.,44.00000000000001,22.,1.
36.99006997394171,56.99240197058329,36.484187232570044,19.637161545324176,5.,0.,48.33793900267792,21.999999999999996,1.
36.49925221068999,54.49234860842893,36.956600808172325,20.81180725849471,5.,0.,47.472905197766664,24.37940593293196,1.
37.499335741659664,51.889195906346316,33.98889026897288,20.985958118287087,5.,0.,48.39062872582964,22.,1.
33.41199141332954,54.388999510931114,36.47004255099825,20.801929226758894,5.,0.,44.99161762731853,26.132072788959917,1.
38.956309061334885,54.38756616234948,33.99325742945378,19.657167387424927,5.,0.,48.866215911728624,22.,1.
36.98668488862127,62.33780980719457,33.992051737246996,20.21551731062272,5.,0.,47.391901593034746,22.000000000000004,1.
35.49933799213753,43.99263559543928,40.99245537611063,11.492964553587989,5.,0.,52.38321674186858,22.,1.
38.90139346270385,42.497093559750866,40.47466684772013,6.056813256155692,5.,0.,48.99999999999999,22.000000000000004,1.
36.,39.889576669777206,35.92351043852338,12.97911731498752,5.,0.,52.87014775812994,26.386047555983318,1.
36.,44.474977950793814,40.968228844467234,15.483446334974715,5.,0.,48.49824242709613,22.,1.
40.70095801827799,38.973689530565736,35.907038608446705,14.34044154369188,5.,0.,51.935752145784576,21.999999999999996,1.
37.472749213487994,43.49713809005029,33.10263684865883,12.,5.,0.,47.49965257510331,24.38004377426291,1.
36.49717398487253,38.474236837196315,35.34890375575611,16.281684847696926,5.,0.,52.39487080195578,22.,1.
39.86023487936564,46.83140405579077,37.99515657203949,13.48334464958856,4.999999999999999,0.,49.999128652244686,22.,1.
42.07979275106018,44.47670571924888,36.44455317279851,16.262188457404296,5.,0.,51.9699608853192,22.,1.
38.88603843064047,43.4975371695713,35.908888917307706,14.312642318221114,5.,0.,51.449146877948984,24.482069747922168,1.
33.977196087432695,39.459670512663095,36.418541662096914,15.171077658187643,5.,0.,51.91843801527253,23.94288468227459,1.
38.9142696204363,46.84321825428668,39.,16.42935229912706,5.,0.,49.,23.97868199355512,1.
37.47823985455333,39.90570862633789,35.88841722153228,16.620499823878568,5.,0.,50.9616628314859,23.994608204961295,1.
37.494990947290006,39.90506552333751,35.926221147638685,16.689392779160322,5.,0.,50.47864961835336,23.970994250914174,1.
39.824249114842274,41.99331078273536,33.85410884407294,16.320508846786005,5.,0.,49.00000000000001,22.,1.
38.458622887428305,45.46046600770605,38.4994934529888,12.491363937105842,4.999999999999999,0.,49.999623688875744,28.01203441001597,1.
39.3453641830758,45.43142998027473,37.4705236233456,18.2197902765436,5.,0.,50.498690486271904,22.,1.
42.13072942204464,47.74060634316071,37.47045651704913,13.423015434166267,4.999999999999999,0.,50.48021018926735,24.472185113416046,1.
39.499871824703064,41.99195655862836,37.99081264148975,14.860566743604096,5.000000000000001,0.,51.47147055926554,26.20142312184926,1.
35.4973283324114,37.24094300318114,34.93177459358359,13.977971428283736,5.,0.,52.41578695402183,22.,1.
37.47992412236114,49.0733590651437,36.42312615362438,14.867220862520735,5.000000000000001,0.,49.,22.,1.
33.9429712027661,43.99840087759105,39.,12.971237540226788,5.,0.,46.959026042594466,22.000000000000004,1.
31.80660647394022,45.43935844864387,37.47786900939339,13.856931306790614,4.999999999999999,0.,50.96484140534497,22.,1.
36.98738076635266,49.38433053442522,38.496800843097034,13.90944595803137,5.,0.,50.961022065130344,22.,1.
37.47003206082506,37.738617518266054,35.98767766606437,16.73572665796139,5.,0.,47.98974090187897,22.,1.
35.496621792539855,49.0828808753981,37.47259944302566,6.020405251433702,5.,0.,50.975058450641484,23.468008965849513,1.
39.49019233427896,43.99076080792079,37.99198532934818,12.,5.,0.,48.497616866017395,22.,1.
36.498053058280505,46.845031849081465,39.,14.750911907451561,5.,0.,49.99097650055997,24.427776188373837,1.
37.47044708383771,44.47955267958939,35.945941266674495,14.79391530940411,5.,0.,50.96562942919281,21.999999999999996,1.
40.69415662537208,41.99714644808638,40.96587681299704,14.941361953301376,5.,0.,51.49227355595153,22.,1.
33.47316138653559,46.99338521853706,38.49934830396455,14.71681131697293,5.,0.,47.49649766714367,26.115605492558316,1.
38.94185686245078,46.939059365446006,35.970320469496656,13.864016922379431,5.,0.,51.46052626387974,22.,1.
41.34117624414423,41.99491227214324,42.39803433282444,14.832430156172176,5.,0.,50.99228564432572,22.,1.
36.98660518225289,39.88981219237664,37.48085696411644,12.96151950801404,5.,0.,51.49490288181203,22.,1.
39.9315041173533,52.1285232768509,39.34674056926458,17.43674286872026,5.,0.,49.96275695847656,21.999999999999996,1.
48.2978601933371,63.47223741585417,38.94685758360389,17.43706676924754,5.,0.,52.49769881028725,22.,1.
48.95236610689055,56.97908292933794,38.952070614231715,18.825672880268574,5.,0.,49.9720038330496,22.,1.
44.00000000000001,54.86160902420311,36.49920849293532,15.49340655026546,5.,0.,51.49764943841477,22.,1.
46.447981574625615,52.300251577383705,34.999004716362066,18.460947070461778,5.,0.,53.483607421255456,22.,1.
40.382718073231985,60.48859960385534,34.99242510115765,20.11989926255877,5.,0.,51.498519137740786,22.,1.
42.99802242647344,50.958655673510826,34.4753988301206,16.49386762371104,5.,0.,52.991169270339256,24.440226663408133,1.
42.999370715133544,54.9114000038659,37.470042286956556,18.833975666844168,5.,0.,50.49378336135281,23.988996479520416,1.
45.957369687235854,53.9553556401663,40.483694163923175,19.263238052020874,5.,0.,51.499249485595165,22.,1.
48.29672765449651,54.955196090490006,36.,14.463870846938738,5.,0.,52.,22.,1.
42.48476169084579,53.360438657875406,36.988460579708025,14.441929322797712,5.,0.,51.4976297512228,27.905938559765502,1.
44.49719351363339,62.48409280850281,37.499140896991634,13.412492675578122,5.000000000000001,0.,52.99480901427863,22.,1.
47.466616599281565,54.87422499797706,33.945894053912596,20.849197496045342,5.,0.,52.994080523384014,22.,1.
44.49743669134234,57.992513096580424,36.99573410925595,21.53064897217521,4.999999999999999,0.,52.49770650048745,26.117845144881066,1.
46.470347270207384,56.97006683297255,38.42643752199831,17.44470305139291,5.,0.,49.977136754519265,26.11578315375878,1.
43.49760901038662,53.36679778718,36.,20.543081125562864,5.,0.,52.,22.,1.
46.49636610760583,55.98091119383503,36.,15.49195961852168,5.,0.,51.99999999999999,24.382237756063624,1.
41.428087269989206,60.97799788942541,38.4188279504946,20.936813941298528,5.,0.,50.487606379444415,22.,1.
41.44993494340236,57.48280098434181,34.993124147930864,16.970639905576036,5.000000000000001,0.,50.49519105061429,22.,1.
47.83524004019466,61.96736776484556,36.,20.511411608730967,5.,0.,47.87978591377539,22.,1.
40.92766677202327,57.498350003634435,36.99132199820657,16.,5.,0.,52.49952127325114,22.,1.
46.44271437136078,57.484595869983245,36.49720882624952,7.432492474764831,5.,0.,52.499230422301956,22.,1.
46.46219202304519,56.99370342059302,35.49904124982119,19.206092014298587,5.,0.,54.49035569051097,21.999999999999996,1.
50.768756725239285,55.95422029911633,36.987574791066585,16.97292134661611,5.,0.,52.,22.,1.
39.48078476591018,57.4848904640689,36.,7.049981580952373,5.,0.,52.49869574126272,23.45680069024098,1.
43.4972127384489,51.54113861038118,36.497565243944756,13.8614640172569,5.,0.,49.988483993752624,22.000000000000004,1.
40.445890907840905,54.899781221723856,37.47649583967901,16.97406595194497,5.,0.,51.497576398603016,24.37283539591381,1.
41.45943464917633,52.19040232927124,34.48959589144724,16.978938290830353,5.,0.,52.49776436112229,22.,1.
47.83502706800651,56.966772561318855,37.481761929861605,12.448922356602301,7.137522107427323,0.,53.48757247722218,23.473371414349167,1.
42.99006640840388,54.97392614472011,34.489584928397775,16.,4.999999999999999,0.,52.9909046777226,22.000000000000004,1.
42.99083457414136,64.8022563455215,40.250162383042365,15.49194597200015,5.,0.,49.97153895955455,22.,1.
40.91166657843086,62.93420912090358,34.46738596171865,16.496516163340814,5.,0.,51.498706665746624,22.000000000000004,1.
54.,55.,37.993993860481694,26.115204587814105,5.000000000000001,0.,50.96818194290531,22.000000000000004,1.
51.439284796802255,50.38606055692725,34.,25.550231528689935,5.,0.,54.49899495727022,22.,1.
50.953402707001764,50.40714590273569,35.958189469112966,29.988150770003344,5.,0.,53.49881196814103,22.000000000000004,1.
53.498192450664504,61.184800034237284,34.,36.34007885899469,4.999999999999999,0.,54.,24.392087830151784,1.
50.41270347916037,48.98664728854209,34.49637664773928,31.496170094572236,5.,0.,53.99999999999999,22.,1.
47.85972017438825,52.96257019319599,36.43517346258221,26.310100597920346,4.999999999999999,0.,51.47887255604306,23.940773999842445,1.
50.928241974625905,51.993486389006904,39.11557970778618,26.738496205392067,4.999999999999999,0.,52.49451715393755,22.,1.
55.96625300657204,53.9919195460605,33.49872490292135,28.39496745073228,5.,0.,52.48840717036948,21.999999999999996,1.
52.479667058616606,52.9624432052223,32.99176725221064,28.974758383285035,5.,0.,54.,21.999999999999996,1.
52.99236926252463,59.83354140085649,34.98614470084827,33.90147071138098,5.,0.,52.99838961365316,27.79875809623728,1.
49.36599948107515,55.999796962349265,35.96863841617861,29.468981500295182,5.,0.,53.49928570894319,26.3505006412354,1.
49.93749680606456,57.977054264848306,35.95019053054489,32.95314169588849,5.,0.,51.43987617109508,22.,1.
48.250772741961015,51.381299293136145,34.9907533373659,28.415745787586623,5.,0.,52.991663134492505,22.,1.
51.43944113958308,53.99272308709724,34.989571372890865,21.63698018441203,5.,0.,52.99068926969581,24.37859940584184,1.
60.18328795604799,57.93389965670653,36.43406171340292,27.292018802226252,5.,0.,52.492940821091665,22.,1.
52.99300887913536,59.81095933010941,34.99583892200032,28.44111132971446,5.,0.,48.89774241779621,22.,1.
51.45942555822084,54.99999999999999,34.4964834711914,26.73612541595651,5.,0.,55.49099007326486,22.,1.
58.36423971449216,57.96099549388215,37.44652171557297,26.357570949437726,5.,0.,52.478762305327514,22.,1.
55.97533218855939,53.99127287668975,35.98081284767363,23.622032313497442,5.,0.,52.994571169812104,22.,1.
53.99999999999999,49.46781358862171,34.49896478840485,24.67869397975136,4.999999999999999,0.,52.48568299643199,24.372468516488254,1.
59.27258681666613,58.467129772815994,29.814194455214032,31.991803985815654,5.,0.,54.49844043506212,22.,1.
52.48962251100478,50.40216176886079,37.43284213171931,33.42357564363542,5.,0.,51.447634808391335,22.000000000000004,1.
38.34895318414177,43.47431389348468,42.499567506810024,5.230269239208709,5.,0.,52.452489185486684,22.,1.
35.499421064341334,40.93384914779722,37.73355323821761,12.414433706222646,5.,0.,56.49875120038297,26.360522467746442,1.
35.498631618318,45.498280914110055,43.,14.463115468732312,5.,0.,51.934028416870675,22.,1.
39.34066019812223,47.95714612963615,39.937976607459206,12.891065425616596,5.,0.,53.44578795280283,22.,1.
38.37680029294921,44.49881554961984,37.672422979294524,13.944663316679048,5.,0.,54.99109698077954,24.447729683198418,1.
33.46845120903663,40.49993213734171,38.23617422412618,14.653319539148221,4.999999999999999,0.,55.49791134165129,23.944753465492283,1.
38.41189076397505,47.906173058864695,40.95124807018884,15.796009793117562,5.,0.,52.43089771747571,23.965203146588756,1.
37.883127658780424,46.49255018187748,40.437988449035046,11.989892120501395,5.,0.,53.45017139654898,27.761374314704423,1.
33.993907507948336,46.97302618875844,44.496499355179694,15.772204664307996,5.,0.,54.4823850353349,27.07793762709636,1.
38.924861871303634,42.9564957190367,39.8917515272255,14.088949221180311,5.000000000000001,0.,54.998662971525334,26.288106761545116,1.
36.955585909866315,50.302711460430544,38.37497072043127,14.448347508085778,5.,0.,52.437388251891505,22.,1.
33.4670111110442,45.,40.95295296584078,12.410295321917003,5.,0.,50.290515085352745,21.999999999999996,1.
31.331783168251178,46.49439810973005,39.40029120385651,13.322504713227293,5.,0.,54.48210089388932,22.,1.
36.48442636471143,50.223790574597366,40.46420596427849,13.389099142455718,5.,0.,54.48192472445975,22.,1.
35.,50.29313315245254,39.38854692257178,5.764109965857924,5.,0.,54.47955379535949,23.48764213808345,1.
38.81793348886086,45.,39.92920420142221,11.49006286971171,5.,0.,51.89723607828661,22.000000000000004,1.
35.994327885739736,47.90758215254424,40.95150702953755,14.077412955247722,5.,0.,53.47160558427487,24.4997018858961,1.
36.95025923448328,45.49730648401628,37.92917343617232,14.159168223789688,5.,0.,54.483340377249704,22.,1.
40.16529597413077,42.95394976825096,43.,14.135184017868244,5.,0.,54.99439162527284,22.,1.
32.94046976601067,47.97170902463424,40.49494640446383,14.275648411800542,5.000000000000001,0.,50.788074230971574,26.304202346330264,1.
38.42903410364387,47.91146188895621,37.71985490165579,13.29996859567147,5.,0.,54.994246523159404,22.,1.
40.773479806222284,42.955021068206236,44.47494391039267,14.073152680156156,5.,0.,54.4853075713244,22.,1.
36.469701634171344,40.82832264001821,39.36974369608194,12.414065293598426,5.,0.,54.99809954683434,22.,1.
48.093967563490615,42.,37.80896490804544,2.494470471411938,5.,0.,50.48182270667317,22.,1.
42.98973308773776,46.333707948904035,39.46261805848022,6.07573800427466,5.,0.,49.99160962457947,22.,1.
36.95261415403495,43.474789082928126,40.49093222081646,7.117141142171548,5.,0.,46.98502424569341,21.999999999999996,1.
45.44565929498886,48.94715881297948,39.43872877391409,1.9999999999999998,5.,0.,50.97926063365487,22.000000000000004,1.
46.733307938098726,43.9931993023464,37.85136530085054,2.,5.,0.,49.99956112193303,23.486897231372076,1.
38.40660778862996,48.693234706388594,38.94598298716805,2.470851112203385,5.,0.,50.96102839446985,23.458988093252678,1.
42.49706183997358,43.477010305990646,39.44424087600504,6.305904638290682,5.,0.,48.497498568559436,22.,1.
43.95464501108561,41.49819431643668,42.49892122404387,7.05933354939524,5.,0.,51.448191473422554,22.,1.
44.45479227151932,41.49781259173618,43.95522852235109,6.073631172986358,5.,0.,50.97093683291671,22.,1.
39.96058813620002,39.45009961908664,38.950901526613066,5.30226272797873,5.,0.,51.46429446255864,21.999999999999996,1.
31.242611816779256,4.492829469997575,35.44804420473517,22.854208973005672,5.,0.,51.,22.,1.
28.491229174750366,4.47462614943473,31.988589214411977,22.21037725489806,5.,0.,51.499834282961615,22.,1.
26.,3.8739184949868433,34.98468542106032,20.676095899783846,5.,0.,51.99596420003034,23.479783227106616,1.
39.98817672925968,44.910257878258264,38.,7.581294549754675,5.000000000000001,0.,49.993982653467945,40.940989050934874,1.
26.496223162448693,49.71816196550666,3.,12.48838992858809,5.,0.,51.49955884889824,42.8404820433374,1.
46.49755413063359,56.46087681250495,37.49815180522643,12.997758947113763,5.,0.,5.,22.,1.
40.88545214222986,35.994844204779724,33.,15.478262768327152,5.,0.,55.99781098942006,26.302597988735748,1.
37.47387457704547,40.473427215748316,30.41336478352331,12.969281506217946,4.999999999999999,0.,51.31163228064142,28.932087675546374,1.
36.49659925658569,35.48603387056104,32.499970353094916,17.612828275587503,5.,0.,56.498767265447285,26.130640466208035,1.
34.49211657927349,32.322473323504404,31.98765453840833,18.427277570059506,5.000000000000001,0.,54.965907905611516,26.177705118048895,1.
38.88970040181399,40.35054471103666,33.,15.482804700649057,5.,0.,55.4810615715806,28.931601674613432,1.
33.96289466593741,36.49971720554569,33.49758169170461,16.315366243378595,5.,0.,55.99278926392496,28.44453159418943,1.
37.471928352046845,37.,33.,18.26657190995242,5.,0.,54.98441390796249,28.450878799203338,1.
37.47397541938036,37.,33.,18.341170082492273,5.000000000000001,0.,54.47570627269886,28.3972815125135,1.
39.92587681187942,38.948717663898776,30.963923600795646,17.18539234798552,5.,0.,52.97494742426644,26.187116189696745,1.
38.47404264146816,42.26347543290689,35.449337756642805,13.49840387920883,5.,0.,53.962160151254,32.957337265140836,1.
39.347401107559975,38.95864123800867,34.94302398466394,15.9128203102635,5.,0.,55.48113291784032,31.,1.
35.497034540326005,34.41269291608097,31.984518394481885,14.975010555627897,5.,0.,56.49892007181104,26.120304430832398,1.
31.993699488104774,42.38434204491557,34.494514193556974,14.969519902466246,5.,0.,54.964528770616944,26.447155331922904,1.
37.471391167765006,34.94335393735595,33.,18.341312937549908,4.999999999999999,0.,51.89809330624911,26.39121602903547,1.
42.05766848820761,33.879555818340776,33.49845526885353,13.499063172142428,4.999999999999999,0.,54.44285587453629,26.225133473158333,1.
39.46828118712507,40.87984105154007,34.970555733032604,12.961687256267659,5.,0.,52.38215920044955,26.41935747774995,1.
36.496579569041984,43.8290875166812,35.88669587584549,15.910510127427107,5.,0.,53.969853276412074,28.959707226080873,1.
36.,34.94606588137155,35.41805075961114,14.494611576109435,4.999999999999999,0.,55.993089353497545,33.43095312963078,1.
37.49528508097528,41.40278842147036,33.,15.904389155511806,5.,0.,54.98084594235135,26.180590594857364,1.
40.97490887472733,38.97515406900325,37.66964519554396,15.994564070606401,5.,0.,55.487442743713146,26.1970199702628,1.
36.98751133579983,37.,34.46830645086196,14.,5.,0.,55.47972637668556,26.22721713030733,1.
33.94704203231764,32.76509038125864,30.94173712939249,10.627121148642996,5.,0.,54.48542617731171,26.12061147966165,1.
53.996832068227526,46.431266889389086,34.9995281248932,7.085851634703692,5.,0.,52.,22.,1.
51.92799055503033,48.541751490210956,35.47241780940027,2.4560879785174556,5.,0.,52.4986752384675,22.,1.
53.48596027789554,43.98747526658882,34.,2.490448125632362,5.,0.,51.49757431236473,23.474595014490472,1.
51.914037471609475,36.109934883602214,34.,6.569283995041307,5.,0.,52.,22.,1.
48.909125181653856,43.475291427018576,35.46832023830879,6.035099673962516,5.,0.,49.960151394044566,21.999999999999996,1.
54.499072480935915,42.99797614768393,34.49921549021916,8.325297938318457,5.,0.,51.499909845485504,24.46785915769674,1.
53.49068121131371,48.16664105305355,36.41929324680551,5.316535789111131,7.206151602482251,0.,53.49340700087276,23.452122215912027,1.
34.988261921661376,45.41022934569635,3.,22.49624621206974,5.,0.,52.498088780445606,26.204869530288214,1.
31.463137049745978,42.499319300099955,3.470382826396188,18.640651569254004,5.000000000000001,0.,53.00000000000001,22.,1.
38.32957818648519,42.99861096365147,3.,20.399029137788112,5.000000000000001,0.,51.993577552599334,22.000000000000004,1.
36.46763551990429,45.406458501177255,3.,20.994763360835847,5.,0.,52.49786927153005,26.44420052967916,1.
45.90227703735151,51.44700412404909,36.474218959756364,14.437209813229106,5.000000000000001,0.,51.00000000000001,40.93125833974942,1.
48.480726239549504,51.382460992444,36.487659149185035,18.839190457034405,4.999999999999999,0.,44.644170421016014,45.99420735625449,1.
49.99286337358076,54.99999999999999,37.92310734970863,17.43758902782577,5.,0.,49.49795018629217,38.17751527546854,1.
32.497511655456435,45.93610304996763,3.4641072026470567,18.171169919123216,5.,0.,52.499362085819456,26.204103837000552,1.
39.353654008558536,46.49422874292887,3.,19.89983353577164,5.,0.,51.49812461585239,26.371421896486623,1.
40.24922369285981,52.97756293267044,3.,19.339079793146293,4.999999999999999,0.,51.49757681567492,26.27469606029171,1.
31.278227623035882,52.392234380790065,3.,17.635572788054294,5.,0.,52.,34.79132886080229,1.
37.470192037078235,48.99999999999999,3.0000000000000004,20.451360620519274,5.,0.,52.,31.,1.
40.294140952909316,52.86825094991882,3.0000000000000004,19.38949940040294,5.,0.,51.4976228790522,26.15973847833483,1.
35.874921676124714,43.49742083103564,3.467248561142321,16.43640326107952,5.,0.,51.99070888558738,22.,1.
33.844650320887794,45.92773647630041,3.4838630538428337,16.903316865667822,5.,0.,52.49800802163123,26.456288399830733,1.
52.49786685113621,71.47363002700072,39.43077338791131,16.35367598768616,5.,0.,49.38026861916505,22.,1.
48.42267595874897,70.49880759752352,37.99203217121165,12.419737672555103,5.,0.,49.88171180517945,22.,1.
53.47923010907284,73.49269356787279,35.992710737410604,19.094643568552687,5.,0.,47.48282870406025,21.999999999999996,1.
58.164308461803216,70.37201505950273,37.,12.967594082766293,5.,0.,48.94568784615895,24.372899416965062,1.
52.00000000000001,69.90311289033124,36.4987828404132,19.988577464317686,5.,0.,44.989406709173046,22.,1.
46.84260693410644,72.97431205290508,40.87712178862208,14.496972147695669,5.,0.,46.99012465178633,22.,1.
44.45760310633058,70.88745076498063,34.955407597529934,15.458940209474306,5.,0.,48.44740288572282,22.,1.
51.252340971366664,5.492431271949865,43.00000000000001,13.993442416600178,4.999999999999999,0.,53.49739530045956,24.83694169771629,1.
51.67240483659384,4.939345504539893,40.422875049909436,14.927776559814344,5.,0.,51.91591632962535,22.,1.
52.24666759033525,6.,38.843694238157674,16.29845895672744,5.,0.,53.48181182743033,21.999999999999996,1.
37.49349174317558,44.998499194733824,34.98090999326307,15.299550757385518,5.,0.,46.991836481433914,24.37224155966798,1.
39.82542789806385,48.49420927081427,39.93411888820395,16.942709308307453,4.999999999999999,0.,49.490972999048935,22.,1.
42.01257819665835,46.,38.294638913618854,19.983195342163057,5.,0.,51.47880818391677,22.,1.
41.78263521380647,46.,40.42915376068253,23.80628129797633,5.,0.,50.47490358359333,22.,1.
38.99739674573722,44.99830587205276,37.69176121048082,17.973482875959455,5.,0.,50.939528680449456,24.421471811869075,1.
33.94295455285101,40.796116059600735,38.391236312075044,19.,5.,0.,51.402787632073036,23.957940531774007,1.
36.,40.14831193908866,44.9716702844986,20.449226949353054,4.999999999999999,0.,45.979509240706186,26.151291225881586,1.
38.97322552351217,48.486273419214356,40.9628890865388,20.490647223388134,5.,0.,48.49953434339708,23.953846937888294,1.
37.48239404739109,41.350495240249614,37.67141114089091,20.90939776378925,5.,0.,50.448418220596416,23.919505156844707,1.
37.46999360980716,41.43842937190912,37.9329664912573,20.93374805747186,5.,0.,49.959986943695114,23.9630633604703,1.
