,Tweets_temiz,sentiment
344,Aşı vurulduktan sonra asıolanlar asıolmayacağım Asıyısoruyorum asıoluyorum asıyahayır AsıOlma asıoldum AsıHayatKurtarır asıolmakistemiyorum asımıOldum Korona ,0
345,"Değerli eşyalarınız için AXA güvencesini 10 yaşa çıkarıyor, eşyalarınızın güvenle yaş almaları için çalışıyoruz. AXA Konut Sigortası ile içiniz hep rahat olsun! KıymetiniKaybetmedenBilenlere DertVarsaDermanAXA SosyalMesafe Maske Hijyen AxaSigortaAcentesi TarhanSigorta ",1
346,"Şimdi ne oldu da, bu kadar özenle korunan Burhan Kuzu bir anda koronadan öldü? İnanıyor musunuz? Bugüne kadar hapşırsa haber olan Burhan Kuzu, COVID 19'a yakalanıyor ve hiç haber değeri taşımıyor ve de bir anda paldır küldür koronadan öldü deniliyor ",0
347,"Hijyenik temizlik sana ve sevdiklerine sağlık getirir. Hijyenin ne kadar önemli olduğu anladığımız Covid19 döneminde, ellerimizi yıkamayı ve dezenfektan kullanımını unutmayalım. Çünkü hijyen, doğru ve bilinçli yapılan temizlikle gelir. DünyaHijyenGünü ",1
348,Bizim hanım da covid aşısı olurken fotoğraf çektirmemiş: Allah'tan ikinci dozda fotoğraf çektirince aşı tutuyormuş: covid koronavirus aşı,2
349,"Bugün günlerden cumartesi ymiş twitter olmasa haberim olmicak, bize her gün pazartesi şimdi masayla bakışmayı kesip kalkıp ders çalışmam lazım.. tuzaktaneğitim yks2021 EvdeKal son5ay",0
350,"Covid19 Corona Salgını bir kez daha dünyanın, sağlık sistemine yeteri kadar yatırım yapmadığını gösterdi. Durumun ne kadar vahim olduğuna dair, Brezilya dan bir haber. ",0
351,Şimdiye kadar Türkiye genelinde 625.489 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
352,Türkiye deki koronavirüs vaka sayısı 2.4 milyona yaklaştı Haberi okumak için tıklayın: Koronavirüs vaka sayı CoronaVac salgın tablo SağlıkBakanlığı ,1
353,"COVID 19 Pandemisinde Araştırma Yayın ve Eğitim Süreçlerine Bakış Kongresinde Pandemide Tıp Eğitimini çok kıymetli Hocalarımız moderatörlüğünde Demokrasi, Dokuz Eylül, Ege, Gazi, Sağlık Bilimleri Bursa Tıp Fakültesi Dekanları interaktif biçimde tartıştık. PandemideTıpEğitimi ",1
354,günaydın izmir türkiyem hafta sonlarını seviyorum sessiz yollarboş evdekal ,1
355,Meğer Prof. Kuzu nun 17 Ekim den beri tedavi gördüğü anlaşıldı. 1 Kasım 2020 tarihinde COVID 19'a bağlı sitokin fırtınası nedeni ile öldü. Cenazesi ertesi gün Edirnekapı Şehitliği'ne defnedildi.,0
356,SözdeCHPözdeHDP maral aşı olmuşda kamal sırasını bekleyecemiş şahsen aşı olmalarına gerek yok zira mikrobun mikrabo karşı bağışıklığı vardır zaten aşı insanlarda kullanılmalı aşı,1
357,Şok edici röntgen görüntüleri! Koronavirüs Sigaraİçenler RöntgenGörüntüleri,0
358,"10 24 Aralık 2019 Covid19 4 10 24 Mart 2020 Kovid19 4 10 24 Temmuz 2020 Ayasofya, kuyudan çık 4 10 24 Kasım 2020 Lütfi Elvan Faiz köle pazarında satıl 4 10 24 Mart 2021 KanalIstanbul? zindana atıl 4 10 24 Temmuz 2021 Kurban B. Sultan ol Arayan bulamaz, bulan arayandır",2
359,"Hindistan'ın başkenti Yeni Delhi'deki bir temizlik işçisi, Manish Kumar, COVID 19 aşısını yaptıran ilk kişi oldu. Hindistan, dünyanın en büyük COVID 19 aşılama uygulamalarından biri olarak adlandırılan şeyi başlattı. VaccinationCOVID Hindistan",1
360,Mutlu Hafta Sonları! günaydın kitap kitapsever okumak evdekal evdekalkitapoku kitapkurdu books booklove read booknerd ,1
361,Sıranı bekle!!Kul hakkına girme.. ası ,2
362,YENi SKEÇ Watsap Emmi CIA Peşimde yayında. Izleyip abone olmayı unutmayın. Iyi seyirler! WhatsApp aşı hakkıkuş tv100BOYKOT BJKvGS ,1
363,Hadi başlıyoruz bakalim Mutlu hafta sonlari günaydın cumartesi EvdeKal ,1
364,Neden hemen COVID 19 aşısı olmalıyız? COVID19 Corona,2
365,Biden dan kritik açıklama: Durum daha kötüye gidecek! ABD Koronavirüs Kovid19 Trump cumartesi ,0
366,En Uzun Geceyi Düşünün Sabah Olmadı mı? Ve Deyin ki: Elhamdulillah Ala Küllü Hal Sabahulhayr EvdeKal,2
367,Neden hemen COVID 19 aşısı olmalıyız? gündem ,2
368,Şimdiye kadar Türkiye genelinde 622.818 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
369,"Sağlık Bakanlığı Aşıya karşı 'yan etki' bilgilendirmesi yaptı Urfa Haber, Şanlıurfa Haberleri,aşı ",2
370,İşte Çin aşısındaki en büyük yan etki! habererk çin aşı korona koronavirüs,2
371,İsl m Tıpta Aşı Hacamat tır.. ,2
372,Rojbaş korona asisi olmaya gelmisimdir ,2
373,NÖBETÇİ ECZANELER pervasizgazetesi akşehirgündem Covid 19 pandemi kısıtlama korona koronavirüs,0
374,KKTC de COVID 19 Aşısı Yaptırmak İsteyenlerin Oranı Yüzde 46 da Kaldı ,1
375,Çocuk sağlığı ve hastalıkları Hayat sağlıkla güzel. eskişehir gurlife gürlifehospital hastane özelhastane eskişehirhastane tepebaşı hayatsağlıklagüzel sağlık asi çocuk çocuksağlığıvehastalıklarıuzmanı ,1
376,"Günaydın, tüm günleriniz olması dileğiyle . aksener meralakşener istanbul evdekal karyağıyor cumartesi ",1
377,Deva partisi mardinde taziye ziyaretleri yapıyor gelecek partisi kongre derdinde. Devlet bağırıyor Taziye yok Sosyal mesafe az daha sabır bunlara Korona Uğramamış bu milletin vebali boynunuza ,1
378,Ne zamanki kendine dönersin o zaman bütünlenirsin. covid19 nefes nefeseğitimi ilbilgegenç bilgelikakademisi yazar kitap yayınevi ,1
379," ve diğerleri neden hep paketini yükselt seçeneği var?kullanmiyorsa gereksiz ise neden paketini düşür ,küçült seceneğiniz yok.israfa ne ferek var bu dönemde. fatura ekonomi aşı",0
380,Günaydın herkese MutluGünler Cumartesi Rojbaş Günaydın Alanımızda seks yapmak güvenli değil evde kalın güvende kalın.. EvdeKal ,1
381,Uyanın! diyen kişi Alman bir doktor. Söyledikleri çok manidar. Gerçekten bütün insanlık aldatılıyor mu? Korona ,0
382,"Ahmet Hakan, iktidara yakın kişilere de sıraya kaynak yapmamaları konusunda çağrıda bulundu. Korona asıolanlar Asıyısoruyorum ",2
383,EvdeKal ın kaldığınız süreyi kitap okuyarak değerlendirebilirsiniz. Yapmanız gereken girmek ve siparişinizi vermek. evdekal çambaşı orbel ordu boztepe doğa gezi travel bungalow kayak0 ,2
384, günaydın sn doktor hanım .COVİD 19 aşısı ile grip aşısı arasında belirli birzaman aralığı varmıdır.Tşk.ler,1
385,Günaydın kalbinin güzelliği yüzüne vurmuş değerli arkadaşlar cumartesi geldi'ne kar var İst da nede dışarı çıkılacak hava sen'de EvdeKal sağlıklı yaşa Haftasonu ve yasaklar ise şimdilik süper ,1
386,Aşıyı vurdururken foto çekmek mecburimidir? Hadi siyasileri anladık da diğerlerini anlamadım.. aşı,2
387,Geç kalınmış bir günaydın EvdeKal Haftasonu cumartesi ,1
388,Şimdiye kadar Türkiye genelinde 620.948 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
389,Aşı yaptırmadım Yaptırınca vayy.. asıolanlar koronavirues öncesağlık ,1
390,AKP'li 'genç avukat' aşı olduğunu açıkladı Dogrusu ,2
391,ABD Hastalık Kontrol ve Önleme Merkezi'nden korkutan uyarı! ABD Korona Ölümler,0
392,"COVİD 19 pademisi, hijyenin önemini bir kez daha hatırlattı. Sağlıklı bir yaşam için hijyen kurallarına uymak mümkün. Maske,mesafe ve temizlik.DünyaHijyenGünü ",1
393,Bize bı karavan bide sevdiğimiz dostlar lazım gunaydın cumartesi Karantina gitmek istediğiniz arkadaşlarinizi etiketleyebilirsiniz ,1
394,"Aşıların insanlara etkilerinden daha çok pandemi sürecinde çocukları, gençleri,gelecek nesilleri ekrana kitleyerek zihinleri sinsice aşılamaları tartışılması gereken esas konudur.",2
395,Bilgi olmayınca özgüvenin arttığını COVID 19 sürecinde yeterince gözlemleyebiliyoruz. Önünde google var arasa görecek.. Ama bilgisizliğine o kadar güveniyor ki Olmaz diyor. Bu yeni aşama eskiden google araması yaparlardı.. O da bitti.. ,1
396, COVID 19 nedeniyle ölüm oranı en yüksek olan ve sokağa çıkması kısıtlanan 65 yaş üstü kişilere aşılamada öncelik verilmemesini gündeme taşımanız mantıklı mı..,0
397, Günaydınn HayatAkıyor BirNefes almak için şimdi KuğuluPark 'a gitmek vardı ama EvdeKal AşıyıBekle.. Sana da sıra gelecek diyorlar Devlet Büyüklerimiz den sonra. CoronAVirüs günlerinde EvdeKal demek yetmez.. ,1
398,NesetErtas Usta ile Yeni Güne Günaydın HayırlıSabahlar cumartesi Haftasonu EvdeKal ,1
399,Günaydın Sevdiklerinizle birlikte sağlıklı ve huzurlu bir hafta sonu diliyorum hayatevesığar EvdeKal ,1
400,"Covid19 aşı sını özendirmek için devlet erkanı boy boy poz verip duruyorlar. Ula elinizde 3 milyon dozluk aşınız var kime bu havanız Bunun yarısı ikinci doz olarak vurulacak. Yani havanız 1,5 milyona mı ",1
401,"Sağlık Bakanlığı, vatandaşın aşı sorularını yanıtladı: Kovid19 aşısının, hamileliğin ilk 3 ayında uygulanması tercih edilmiyor. Ayrıca 10 gün içinde hastayla temaslı kişilere aşı yapılmayacak ",2
402,Erol Mütercimler Covid19 u anlatıyor ,2
403,Sel mun Aleyküm G ü n A y d ı n cumartesi EvdeKal Huzurlu ve Sağlıklı Mutlu bir Haftasonu Geçirmeniz Dileğiyle Kolay gelsin Biz yasaklar da bile izinle işe gelen Cumartesi Mağdurlarına ,1
404,Haftasonu erken uyanmak da sevdaya dahil mi Neden uyandımki sevdada yok En iyisi tekrar uyuyayım Günaymamış karanlık etraf günaydın Karantina cumartesi,1
405,Günaydınn Renkli bir hafta sonu olsun AşıyıBeklerken Olmayan Aşıya çağrı kampanyaları düzenleyenlere de Günaydınn CoronAVirüs günlerinde EvdeKal demek yetmez ki AşıNerde ,1
406,Şimdiye kadar Türkiye genelinde 619.996 kişi aşılandı. CoronaVac Aşı corona COVID19.,2
407,"Yılmaz Özdil, bugünkü yazısında sınırlı sayıda getirtilen Koronavirüs aşısının herkes tarafından yaptırılamayacağına dikkati çekerek, Tartışılacak bir şey yok aslında. Tabii ki olamayacaksın canım kardeşim! dedi. koronavirüs",0
408,Sağlık bakanlığı aşı vurulurken fotoğraf çekme birimleri oluşturdu mu acaba? aşı,2
409,Gazeteci ' Almanya Tam Kapanmaya Hazırlanıyor' aşı Covid 19 ,2
410,"Yarın, elbet bizim, elbet bizimdir! Gün doğmuş, gün batmış, ebed bizimdir! Yarınların daha güzel olması, Tekrar birbirimize muhabbetle sarılabilmemiz için lütfen evde kalalım. Sağlıkla kalalım. EvdeKal",1
411,"Aşı yı olalım mı olmayalım mı? Tabii ki olamayacaksın canım kardeşim! Geçmediğin köprünün, girmediğin tünelin, uçmadığın havalimanının parasını senden almalarını yadırgamadın da Senin paranla satın alınan aşıyı sana yapmamalarına mı hayret edeceksin ! Yılmaz Özdil ",1
412,HAYDİ BİSMİLLAH KOLAY RASTGELE İNŞALLAH GÜNAYDIN HAYIRLI SABAHLAR MUSMUTLU HUZURLU KEYİFLİ HAFTASONLARI DİLİYORUM DOSTLARIM EvdeKal Türkiye,1
413, aşı Covid 19 simit yemek istiyorum Benide aşılayın,1
414,Kız Kulesi Karantina Hastanesi Kifayet Özkul'un Özel Haberi.. KızKulesi Karantina Osmanlı ,1
415,Millet ne yapacağını şaşırdı!! Haksızlar mı?? pandemi salgın covid19 istanbul ,0
416," 16 OCAK DÜNYA HİJYEN GÜNÜ KUTLU OLSUN Dünya Hijyen günü kapsamında hep birlikte COVİD 19 ve diğer tüm virüslere savaş açalım, kendimizi ve sevdiklerimizi korumak adına özveri ve dikkat ile virüsü yenelim. 16ocakdünyahijyengünü 16january covid 19 coronavirüsü ",1
417,"chp hdp iyi ve bilcümle avenelerinin dikkatine.. Güncel Olarak Eksik Aşınız Bulunmamaktadır 2002 %34, 2007 %46, 2014 % 51, 2015 %49, 2018 %52, 2018 %42, 2019 %44, Aşı AşılarNerde Asıyısoruyorum aşıolanlar asıoluyorum asıolmayacağım",0
418,:: Çin de binlerce kişilik koronavirüs karantina merkezi inşa ediliyor 3 günde bitirecekler China COVID19,2
419,"Sıranızı bekleyin beyler,önce sağlıkçılar aşı vurulsun.Siyasiler,liderler sağlıkçımı? Herkes şow peşinde,ne bu kibir,ne bu vakar,kuralları çiğnemeyin lütfen.Aşı",2
420,"18 yaşına kadar bilimum aşıları olmuş kuşağa gelmişler aşı karşıtlığı yapıyorlar. Akıl telefonlara geldi ama insanlardan gitti. Örneğin Verem savaş derneğinin neden kurulduğunu hatırlamayan sosyal medya insanı Verem aşısını, verilen savaşı ve neyi yok ettiğini anlayamaz. aşı",0
421," Hastalara, muhtaçlara yardım edin zayıfları koruyun, güzel sözle de olsa zor durumda olanların acılarına ortak olun Hayırlı ve bereketli sabahlar.. cumartesi haftasonu EvdeKal",1
422,CoronaVac aşısında merak edilenler Sümeyye Aksu'nun Aksu Özel Haberi.. CoronaVac Kovid19 Aşı ,1
423,Dünya genelinde COVID 19'dan ölenlerin sayısı 2 milyonu geçti Dünya Gazetesi ,1
424,:: Almanya da koronavirüs COVID19 vaka sayısı 2 milyonu aştı. ,1
425,"Günaydın GüzelDefnemiz Sen gülünce, Gün cumartesi olur Bir kuş havalanır gökyüzüne. OzdemirAsaf Gülüşleriniz daim, gününüz aydın olsun Maske Mesafe Hijyen EvdeKal ",1
426,Selamun aleyküm . Hayırlı sabahlar arkadaşlar . Herkese günaydın . Sevgiler selamlar olsun . Rabbim güzellikler nasip etsin . Kötüler pis nefesler kem gözler . Bizlerden uzak olsun günaydın EvdeKal EvdeHayatVar kurallarauyalım cumartesi Covid 19 mutluhaftasonları,1
427,"Aşımızı olduk.. Aşıkampanyası ülkemize hayırlı, uğurlu olsun.. COVID19 vaccine aşı ",1
428,Pandemi henüz devam ederken Dünya Hijyen Günü nde her türlü tedbiri atlamamız gerektiğini hatırlatmak isteriz. Karnaval DünyaHijyenGünü pandemi covid19 korona virüs aşı sağlık ,1
429,"İsrail, COVID 19 aşılamasında dünyaya liderlik ediyor. Ama Filistinliler listede yok BİZDE HENÜZ YETERLİ AŞI BİLE YOK ",2
430,"CUMARTESİ, Cumartesi günümüz sıhhat afiyet ile güzel geçsin tebirleri elden bırakma Koronavirüs sana bulaşmasın.. Ya Rabbi hatalarımızı affeyle, ibadetlerimizi Kabul eyle,Yolunda Daim Yürüyenlerden eyle.. ",1
431,Günaydın.. Aman dikkat virüs dışarıda Biz evde EvdeKal aTa canlar.. ,1
432,"Sağlık, sıhhat, afiyet, neşe, mutluluk, huzur dolu, güzel bir hafta sonu olmasını dilerim.. FAO SofranaSahipÇık ZeroHunger HayatEveSığar SaveFood EvindeKalTürkiye Maske Mesafe EvdeKal Temizlik ",1
433,Doktor Gazetesi! covid19,2
434,"Az etkili çok etkili, komplikasyonlar var, yok, bilemem, ama hangisiyle olursa olsun mutlaka aşılama çalışmalarının artarak devamı şart tüm dünyada bir an önce Covid19 suz yaşama dönüp hasarın tamiri gerek. Bu yolda çaba gösteren herkese çok teşekkürler..",1
435,"NBA, COVID 19 ve Önlemler Dr. Ali Özsoy ",2
436,"Aşı o kadar güvenli ki olman için seni TEHDİD EDİYORLAR Aşı olmadan kalp krizinden ölene CORONA,aşı olduktan sonra ölene kalp krizi öyle mi? Yemezler! Dayatılanlar arasından seçim yapmayı özgür irade mi sandın? Beyaz önlüklü darbeye HAYIR! bingursonmeztutuklansin",0
437,İğne görünce birazcık yüzünü ekşiten kaşlarını büken hiç mi sağlıkçı yok aşı fotoğraflarınız bana güç verdi dört gözle aşı olacağım günü bekliyorum ama ben yine de biraz kıvranırım galiba cool duruşunuz için 1 kez daha teşekkürler sağlık dünyası aşı,0
438,"ABD Hastalık Kontrol ve Önleme Merkezi CDC tarafından açıklama yapıldı. Çeşitli kaynaklardan elde edilen verilere göre, üç haftalık süreçte 92 bin Amerikalının daha COVID 19'dan hayatını kaybedebileceği belirtildi. ",0
439,Pfizer COVID 19 aşısı aldıktan sonra Norveç'te 23 kişi öldü ,2
440,"MEKSİKA 16.1.2021 Covid19 T.Vaka : 1.609.735 1 81 Aktif:270.903 DO 1,7 T.Ölüm : 139.022 1 933 DO 6,9 T.Test : 4.052.143 1 32 Günlük Vaka: 21.366 Yüzde Artış 1,3 fark 0,3 Günlük Ölüm: 1.106 Vaka Ölüm Yüzde: 8,64 Azalış 0,04 themachinecorona",0
441,Sizce ne kadarda durur? COVID19 Korona ,0
442,"Norveç İlaç Ajansı nın açıklamasına göre, ülkede COVID 19 karşı Pfizer aşısı yaptıran 23 kişi öldü. 13 vakada incelenen ölümlerde, aşının yaşlı insanlarda var olan hastalıkların daha ciddi seyrine yol açan yan etkilere neden olmuş olabileceği vurgulandı. ",0
443," Dünya çapında, geçen hafta her gün yaklaşık 12.00 ila 13.00 kişi COVID 19 nedeniyle öldü. Dünya genelinde günde yaklaşık 5.500 kişinin öldüğü Ekim ayından bu yana ölümler istikrarlı bir şekilde artıyor. ",0
444," 15 Ocak'ta, COVID 19'a atfedilen küresel ölüm sayısı 2 milyonu geçti ve on yıllardır görülen en kötü pandemide korkunç bir kilometre taşı oldu ",0
445,Covid19 Bilgi Ülkelere Göre Corona Ölüm Artış Sıralaması Dün 1.AMERİKA gt 4.142 398.054 2.İNGİLTERE gt 1.248 86.015 3.MEKSİKA gt 1.235 136.917 4.BREZİLYA gt 1.151 207.160 5.ALMANYA gt 1.088 45.492 themachinecorona,1
446,Covid19 Bilgi Ülkelere Göre Corona Vaka Artış Sıralaması Dün 1 AMERİKA gt 234.857 23.854.349 2 BREZİLYA gt 68.656 8.326.115 3 İNGİLTERE gt 48.682 3.260.258 4 İSPANYA gt 35.878 2.211.967 5 RUSYA gt 24.763 3.495.816 themachinecorona,1
447,İngiltere ye seyahatlerde negatif test zorunluluğu covid19 koronavirus karantina ingiltere ,0
448,SONDAKIKA Türkiye'de aşılanan kişi sayısı 600.00'i aştı. Aşı Covid 19,1
449,"81 ilimizdeki Aile Hekimleri temsilcilerine yönelik Birinci Basamakta COVID 19 Pandemik Aşı Uygulamaları konulu bilgilendirme toplantısı Bakan Yardımcımız Prof. Dr. Emine ALP MEŞE'nin katılımıyla Pazartesi, Salı ve Çarşamba günleri saat 11.00'da ZOOM uygulaması üzerinden yapı. ",1
450,Nevşehir Devlet Hastanesi kan alma biriminde hemşire olarak görev yapan Ayşegül Onurkal 50 Kayseri de Corona Covid 19 virüs tedavisi sırasında yaşamını yitirdi. nevsehir kayseri corona COVID19 pandemi Korona ,0
451,Aşı olanları izliyorum. ası ,2
452,Türkiye' nin dört bir yanından AKPli siyasetçilerin Covid19 aşısı olduğu haberleri akıyor. Keşke aşı bunların bünyesinde kalıcı bir yan etkide bulunsa da yıllar sonra bugünün zebanilerini Aaa bak bu da onlardan dı diye çok kolay bir şekilde teşhis edebilsek. Haftasonu ,1
453,İyi ki aşı koldan yapılıyor. Başka yerden yapılsa oranında resmi çekilir paylaşılırdı herhalde. Yıl 2050 de bizi ne bekliyor acaba,1
454,Özdemir Erdoğan Aç Kapıyı Gir İçeri EvdeKal aracılığıyla Yaşamayı sen bana öğrettin.,2
455,"BAGEL denemeyen varsa, bekleriz bagel bagels EvdeKal yemek yemeksepeti getiryemek kendinyap vegan donut tabsla izmir ",1
456, adin Gripten yılda 290.00 650.00 kişi ölüyor. COVID 19 ise 357 günde 2.00.00 insan öldürdü. ,0
457,ABD Hastalık Kontrol ve Önleme Merkezi: 3 hafta içinde 92 bin Amerikalı Covid19'dan ölebilir ,0
458," Bu onların göstermek istedikleri,asıl sebep COVİD 19 da hükümetin çok yıpranması.",0
459,Aşı olan sağlık personeli haberleri yüzümdeki kocaman gülümsemenin sebebi maske mesafe hijyen aşı,1
460,Çok tatlı aşı ,1
461,"SARS CoV 2 B.1.1.7 Soyunun Ortaya Çıkışı Amerika Birleşik Devletleri, 29 Aralık 2020 12 Ocak 2021 MMWR B117 Covid 19 mutation USA aşı ",1
462,"Pfizer ve BioNTech, Avrupa'ya aşı tedarikini azaltacak Covid19 ",2
463,Oturmuşum ergen dizisi izliyorum Merak çok kötü yaa hahahah bubenimmasalım iyigeceler Karantina exxen,0
464,"Sokağa çıkma kısıtlamalarında, frekansa çıkalım yasak kısıtlama frekans röle iaru etkinlik buluşma sosyalmesafe telsiz 16ocak Bursa ",0
465,Çin Komünist Partisinin Küresel Kilitleme Dolandırıcılığı COVID 19 halk sağlığı politikalarında bilimsel sahtekarlığa yönelik hızlandırılmış federal soruşturma talebi turna,0
466,"İngiltere'den mutasyon nedeniyle kapanma kararı İngiltere Başbakanı Boris Johnson, COVID 19'un çeşitli mutasyonları nedeniyle ülkeye tüm giriş çıkışların kapatılacağını açıkladı. Ülkeye giriş yapacak tüm yolculara 10 gün karantina şartı getirilirken, n.. ",0
467,"Keşke boğulan çocukları, öldürülen kadınları, açlıktan uykusuz kalanları, geçimsizlikten dağılan aileleri, Irak öldürülen 1.5 milyon insanı ve en önemlisi kaybolan imanları ve ayaklar altına alınan dini şu aşı kadar ciddiye alsaydınız..",0
468,Ulan öküz sadık sütlaç var mı çay var mı bok var bok delirttin zorla ayy hafta sonu geldi yeminle evde böyle muamele görüyorum az kaldı ben de dedelere sığınıcam can sen misin çıkamıyorum da sokağa çıkma yasağı var pandemi sokağacıkmayasağı KırmızıOdaboncuk sadık Boncuk,0
469,"COVID 19 pandemisi, hijyenin önemini bir kez daha hatırlattı. Sağlıklı bir yaşam hijyen kurallarına uyarak mümkün. DünyaHijyenGünü ",1
470,29714 KLARNET TUNACAN TUNA'NIN DEDİĞİ GİBİ ÇALIYOR ÜSTELİK YANIK YANIK ÇALIYOR KLARNET BAHAR'DAN ÖNCE HAFİFLEMEZ BİLDİĞİN HAFİFLETİLEMEZ KLARNET'İN EN AĞIR ZAMANLARI ŞU ZAMANLARMIŞ KLARNET YÜKSEK TONLAR AĞIR Koronavirüs,2
471,"Sağlık Bakanı Fahrettin Koca, Meclis'te temsil edilen tüm siyasi parti genel başkanlarını arayarak aşı olmaya davet ettiğini bildirdi. Koca ayrıca sosyal medya hesabı üzerinden konuyla alakalı açıklama yaptı. fahrettinkoca koronaasısı koronavirüs meclis ",1
472,Bütün gün evde ne mi yapıyorum? Karantina ,2
473,Sağlık İçin EvdeKal baba sözü dinleyin içim ürpeyor ya evde yoksan EkolOrhanGencebay ,2
474, karantina ders çalışma sessiz vlog karantina dersçalışma kpss21 .. aracılığıyla,2
475,Ben aşı oldum. Siz de olun. COVID19 aşı,2
476,SON DAKİKA Çin Sağlık Bakanlığı: Aşı olurken fotoğraf çektirmeseniz de işe yarıyor. aşı asıolanlar,2
477,Aşıyı yapan Ekrem İmamoğlu mu ? rte Covid 19 aşı ,2
478,DSÖ'den aşı pasaportu şartı getirilmemesi tavsiyesi koronavirüs ,2
479,Gaziantebe kar yağsa cumartesi pazara denk gelir. disaricikmayasagi yasaklarkalksın Korona Covid 19 cikmayasagi,2
480,Bol antikorlu günler dileğiyle.. Allah bugünleri bir daha yaşatmasın.. korona covid 19 covid19aşısı ,1
481,Aşı olduktan sonra COVID 19 virüsü gören alyuvarlarım ,2
482, asıolanlar Bahceli asi oldu diye asi mi olalım şimdi? ,0
483,23 Tote in Norwegen nach Impfung mit Pfizer COVID 19 Impfstoff. Aşı öldürüyor.. billgates dünya nufusunu azaltmak icin asiya ihtiyacamiz var demesi bosuna degilmis..,0
484, Dünyada koronavirüs önlemi olarak konut kredisi veren ilk ve tek ülke olduk. ,2
485,ABD'li uzmanlardan Covid19'un yeni türüne ilişkin uyarı: Mart ayına kadar ülkeyi etkisi altına alabilir ,0
486,aybalık burcunda duygusal yapımızdan ötürü yardımsever yapımızda ön plana çıkacaktır. Aynı zamanda karantina dan dolayı sokakta hayvanlarımızı unutmayalım. kedi köpek kuş haritamızın olumsuz etkilerini en iyi yaptığımız yardımlar kapatmamıza yardım olacaktır astroloji ,1
487," Vedat Bey, menemen ya da pastırma kadar önem taşımasa da, bir sorum olacak: Sizce gastronomik olarak hangi ülkenin ve şehrin COVID 19 aşısı daha iyi? Ayrı ayrı deneseniz hepsini de, yorumlarınızı paylaşsanız bizlerle keşke.",1
488, Açık cezaevinden covid19 Sebebiyle İlk Çıkanlara Kapsam dışı olanlara İlk suçu olana Cezası 2 Yıl 3 Yıl Kalanlara ELEKTRONİK KELEPÇEDE DENETİMLİ SERBESTLİK UYGULANMALIDIR Topluma Alıştılar 1 Şans Verilmelidir ,1
489, Ben bunu İspanya'da da tattım.. diye cümleye başlayıp Türkiye'deki COVID 19 aşısı hakkında yorumunuz olur mu? ,1
490,Kime giderseniz gidin Kime fitne sokarsanız sokun Kimi kandırırsanız kandırın Kimi yanınıza alırsanız alın Kimi tehdit ederseniz edin Kime iftira atarsanız atın Kimi arkanıza alırsanız alın Ne yaparsanız yapın siz GİDECEKSİNİZ Milli görüş Saadet partisi GELECEK. Aşı AKParti,0
491,Hafta sonu sınavlar yapılacak mı? MEB açıkladı! gaziantep eğitim pandemi güncel haber NRDhaber MEM ,2
492,Are the COVID 19 Vaccines Safe? aracılığıyla ,1
493,Sağlık Bakanlığı'nın belirlediği aşı grup sıralaması covid19 aşı ,1
494,Johnson amp Johnson'ın COVID 19 aşısı tek doz! ,2
495,Korona aşısı Abd'de 38 dolar Avrupa da 14 dolar Türkiye de BEDAVA.. TAYYİP İSTİFA diyenler nerde yahu korona,0
496,"Aşı olanlar ve Sağlık personeli KIYIMA UĞRADI.YAN ETKİLER BAŞLADI, bingursonmeztutuklansin ",2
497,SağlıklıGünler Sağlık programımız her Cumartesi Saat: 10.00 amp 19.00 ve her Pazar Saat:13.30 da ekranlarında birbirinden değerli doktorlarımızla sizlerleyiz. sağlıklıgünler bekleriz pandemi sağlık sağlığımız ,1
498,"Pandemide evde olmak, planlı, programlı olmaya engel midir, olmalı mıdır? evdekalgüvendekal evdekalturkiyem SokağaÇıkmaTürkiye sokağaçıkmatürkiye corona coronavirüsü coronatürkiye covid2020TR virüs coronaviruse covid karantina sosyalmesafe sosyalmesafenikoru ",0
499,"Pandemide evde olmak, planlı, programlı olmaya engel midir, olmalı mıdır? pandemi pandemigünleri karantina karantinagünlükleri karantinagünleri covid coronatürkiye coronavirüsü korona koronatürkiye pandemideevdeolmak evdekal evdekalülkenikoru evdekaltürkiye ",0
500,aşı kazağı gelmiştir..! koronaasısı Covid19Asısı Covid 19 ,2
501,15 Ocak 2021 12:12 Pfizer COVID 19 aşısı aldıktan sonra Norveç'te 23 kişi öldü Kaynak burada: Video da var izleyin bingursonmeztutuklansin ,0
502," Köpek gibi aşı olacaksınız! .. Ben demiyorum, Prof. Dr. bingursonmez diyor!! Yani aşı olan RTErdogan a hakaret ediyor devlet büyüklerine resmen it diyor!! Tabiki olacaklara da!.. bingursonmeztutuklansin binguersoenmeztutuklansın binguersoenmezyargılansın ",0
503,"ABD'de en katı tecrit durumuna sahip olmasına rağmen, Kaliforniya, ABD'deki tüm aktif COVID 19 vakalarının% 17'sinden sorumludur. ",1
504,"Koca koca Tıp Profesörleri aşı oluyor, boş boş insanlar gelmiş ben olmam, yok aşı şöyleymiş böyleymiş. Endişenizi anlarım tamamda bazı tavırlar hayrete düşürüyor arkadaşlar,yapmayın. aşı",1
